ID,Age,County
8105,68.8616589860528,SF
8106,49.6605422900249,San_Francisco
8107,35.5680481879938,Marin 
8108,56.0108279543464,Marin
8109,31.9376574905285, San Francisco
8110,77.7538889269183, San Francisco
8111,63.3977218046094,San  Mateo
8112,50.1228474285589,Marin 
8113,55.303327439793,SF
8114,8.77808506422311,San Mateo
8115,65.0595439114733,San_Francisco
8116,50.1884630112282,San Francisco
8117,29.90315932024,San Mateo 
8118,101.584955484749,San_Francisco
8119,64.0262283609627, San Francisco
8120,87.5847647551933,Marin 
8121,40.498766213107,Marin 
8122,57.3615987907959,Marin 
8123,52.0708126498281, San Mateo
8124,56.9268334358606,SanFrancisco
8125,34.6327005352155, San Francisco
8126,71.9827785780868,San Mateo
8127,36.1101905769918,SanFrancisco
8128,45.9211265164943,San Mateo
8129,43.4045701091979,Marin County
8130,75.0143520006679,SF
8131,47.5860389760443,San Francisco
8132,97.962383558176,San Mateo 
8133,57.0610413379004,San  Mateo
8134,69.0320988400232,San Mateo 
8135,43.6846791817029,San Francisco
8136,76.3106083916394,San Francisco
8137,13.2240410334683,San Mateo 
8138,62.6982418435634,San Mateo
8139,46.3902619237406,SanFrancisco
8140,57.6106318983485,Marin
8141,45.3971614103561,Marin
8142,46.9499502342345,San Francisco
8143,63.7095563733369,San Mateo
8144,15.2326214022873,Marin
8145,50.0008960021339, San Mateo
8146,61.1980047060307,San_Francisco
8147,57.3236544143011,SanFrancisco
8148,53.0339674395115,San Mateo 
8149,47.733584369998,Marin 
8150,39.7228231267973,SanFrancisco
8151,59.1592996052865,Marin
8152,104.09351267054, San Mateo
8153,26.5896643023538,San_Francisco
8154,68.4912820468704,Marin County
8155,37.574330409067, San Francisco
8156,68.5396563229262,Marin 
8157,57.6598513622059, San Mateo
8158,50.033170692983, San Francisco
8159,65.1339850827769,Marin County
8160,81.8620550392009,San  Mateo
8161,84.4651124420598, San Mateo
8162,56.5286738975394, San Mateo
8163,60.2986779910966,San_Francisco
8164,66.0001561307941, San Mateo
8165,31.1823029374924,San_Francisco
8166,56.9520650799315,SanFrancisco
8167,47.6646684966205, San Mateo
8168,48.3995742060466,SF
8169,55.5848205626054,San  Mateo
8170,49.8506794975623,SF
8171,59.4894360018172,SanFrancisco
8172,55.878808211034, San Francisco
8173,32.9443276674824,Marin 
8174,13.2621991473605,San Mateo
8175,27.8692370110679,San Francisco
8176,40.2053311897219,San Mateo
8177,89.747113812618,San Mateo
8178,23.760221564319,Marin 
8179,39.3197775353368,SF
8180,73.4475994041863, San Francisco
8181,51.023729100045,San_Francisco
8182,50.1104936814149,San Mateo 
8183,69.1164292596224,San  Mateo
8184,54.8495228876267,San_Francisco
8185,29.607445233145,San Mateo 
8186,68.9349656181877,San  Mateo
8187,42.8456664290895,SanFrancisco
8188,65.0925214095998,SanFrancisco
8189,52.5946243902477,SanFrancisco
8190,34.9701503547986,San Mateo 
8191,55.3480570556204,San Mateo
8192,43.571582295313,San Mateo
8193,31.030514709686,San Mateo
8194,35.607287403106,SF
8195,38.1887197814217,San Francisco
8196,78.5920893540119,Marin 
8197,85.6415367070878,Marin
8198,59.9265790420978,San_Francisco
8199,81.1067886426658,Marin County
8200,57.8696922486495,San Mateo 
8201,11.1217633088361,Marin
8202,80.4819306714126, San Mateo
8203,56.5324573321759,San_Francisco
8204,97.3502897869538, San Mateo
8205,60.8782384716322,San_Francisco
8206,65.2690990569689,SF
8207,60.8539099573669,San Francisco
8208,51.2172589564367,SanFrancisco
8209,56.2686978122799,San Francisco
8210,37.0507027229837,San Mateo
8211,17.4150186584856,SF
8212,53.7883082704372,San Mateo 
8213,39.6887490210841,Marin
8214,30.4396322429884,San_Francisco
8215,52.4627356477326,SanFrancisco
8216,38.4675887166017,Marin County
8217,31.7220620809746, San Francisco
8218,18.6893354190328,San_Francisco
8219,44.6359274623354,SF
8220,83.7936706673265,San Mateo
8221,10.0786121246338, San Francisco
8222,32.9118862962174,San Francisco
8223,50.3253924754847,SF
8224,20.2081026631691,San_Francisco
8225,60.4062642692623,Marin
8226,21.1986529483289,SF
8227,33.8595047500153,San_Francisco
8228,27.5377512513698, San Francisco
8229,35.7462917313608,San_Francisco
8230,30.7278117614686,San_Francisco
8231,25.6097610913593,San Mateo
8232,52.8380261088978, San Francisco
8233,41.0226212533456,San Francisco
8234,57.7696707896267,SF
8235,-14.9188490733647,SanFrancisco
8236,26.164406933356,San Mateo
8237,78.3472802005779,San  Mateo
8238,58.172589414874,San  Mateo
8239,36.2851377374401,San_Francisco
8240,61.8816532942689,San  Mateo
8241,43.1251055192085,San_Francisco
8242,38.910587952067,SanFrancisco
8243,72.426117754457,SanFrancisco
8244,53.7970206663523, San Mateo
8245,53.2986595264357,San_Francisco
8246,36.0541954216734,SanFrancisco
8247,25.582993728902,San  Mateo
8248,59.8117450808354,SF
8249,20.4999969374927,Marin County
8250,24.3060110846951,San Francisco
8251,25.9781492666689,Marin 
8252,23.4143237633261,San Mateo 
8253,58.5323011207721,SanFrancisco
8254,51.1223658963082,San_Francisco
8255,37.0044811677633,SF
8256,71.8698571054467,San_Francisco
8257,42.4651218522599,San Mateo 
8258,47.8971197651182, San Francisco
8259,25.5370422520038,Marin
8260,35.7180270679314,SF
8261,55.7401974051393,San Mateo 
8262,60.6022168198804,SanFrancisco
8263,3.8164961133123,San_Francisco
8264,47.9354162009298, San Francisco
8265,56.2677995389031,Marin County
8266,36.2935320223119,Marin 
8267,39.5032642094626,Marin 
8268,35.360904795355,San_Francisco
8269,56.273834074464, San Francisco
8270,70.3861967453038,SF
8271,59.7148447757858,San  Mateo
8272,65.1668318216695,San Mateo 
8273,38.8300676396853,San Mateo
8274,30.8749925186855, San Francisco
8275,50.8543595645167,San_Francisco
8276,52.1353179120973, San Mateo
8277,66.2169890177249, San Francisco
8278,54.0119787135806,Marin 
8279,65.0314079143899,San_Francisco
8280,98.6170526119169, San Francisco
8281,18.447541834998,SanFrancisco
8282,53.035466261344,SF
8283,71.5054147589563,Marin
8284,59.6958995261673, San Francisco
8285,53.7113700474713,San Francisco
8286,33.4477519595765,San  Mateo
8287,29.3870201048807,San  Mateo
8288,67.8088728316143,Marin County
8289,59.8843172688985,SF
8290,63.1762652366859,Marin County
8291,88.1648623316781,Marin
8292,74.2450567214299,Marin County
8293,37.4955219066296, San Mateo
8294,62.898772605949,San  Mateo
8295,44.8857026022958,San Francisco
8296,55.0896214887053, San Francisco
8297,45.0032315383361,San_Francisco
8298,35.5659375484138,San Francisco
8299,51.7178516100528,San  Mateo
8300,46.5920003960923,SF
8301,66.3494681141132,San_Francisco
8302,141.486338138007,SF
8303,30.04691576052,Marin County
8304,28.0095167048042,SF
8305,58.7297008597539,San Mateo 
8306,53.3372850315754,SanFrancisco
8307,41.5667611871654,San Mateo
8308,50.2479402829144,SanFrancisco
8309,28.9787427812126,Marin County
8310,75.8510214874866,San Francisco
8311,19.6051276012959,Marin 
8312,54.7453711464438,Marin
8313,26.8626624725877,San Mateo 
8314,45.5146586098341,San Mateo 
8315,25.0634164933962,SanFrancisco
8316,42.492017733703,San_Francisco
8317,64.6986538538886,Marin
8318,78.5984731504782,Marin 
8319,60.227845102706,Marin County
8320,33.0643699645192,Marin
8321,74.3997214986436,Marin
8322,44.4503408167994,SF
8323,60.6202055500742,San Mateo 
8324,70.9408139326594,San Francisco
8325,58.4499095237369,Marin County
8326,44.096439205656,San Mateo 
8327,43.4434751137513,Marin
8328,69.8404239397194,San Francisco
8329,42.5666978331173,Marin County
8330,48.4031146634664,Marin County
8331,68.842460442087,San Mateo 
8332,16.6379746686882,San Francisco
8333,52.6784361075164,SF
8334,41.3274894612797,San Mateo 
8335,79.4829557332945, San Mateo
8336,30.5995159736494,Marin 
8337,50.3038602307793,San Mateo
8338,20.6108395493739,San Francisco
8339,20.9805531213832,San Francisco
8340,61.5564456427791,SanFrancisco
8341,50.7472785008798,SF
8342,60.3817742639675,Marin 
8343,76.502942780978,Marin
8344,88.0827168070757,San Francisco
8345,42.807656191475,Marin
8346,39.1501230744505,San Mateo
8347,43.6704086347399,San Francisco
8348,60.675246389717,Marin 
8349,36.8315953657782,SanFrancisco
8350,45.660988642581,San Mateo
8351,62.9929333707575,San Mateo
8352,5.22704776850253,San_Francisco
8353,33.3210788699001,SF
8354,33.8097726254604, San Mateo
8355,49.0714846307652,Marin 
8356,57.7658116033337,San_Francisco
8357,40.2916082950942,San_Francisco
8358,50.9369104234482, San Francisco
8359,39.6146553378918,Marin County
8360,23.511632749024,Marin County
8361,19.3439506337659, San Mateo
8362,42.0100446758478,Marin 
8363,74.1370450122389,San Mateo
8364,46.2615184571871,San_Francisco
8365,51.9052825599577,San Mateo
8366,78.4369010179799,SF
8367,25.4911458891908, San Francisco
8368,46.8279981103144,San Francisco
8369,32.1899991432596,San_Francisco
8370,36.0496583611997,San_Francisco
8371,66.4381927615227,San Mateo 
8372,72.2279039299028,San Mateo
8373,51.4497114637158, San Mateo
8374,40.469276522459, San Mateo
8375,71.998162888921,Marin 
8376,48.4883746776457,San Mateo 
8377,71.3026293426067,SanFrancisco
8378,57.7750799899146,San Mateo 
8379,62.9795142514005,San Francisco
8380,49.0578664350681,Marin
8381,90.3584900262133,San Mateo
8382,53.1966746629249,Marin
8383,52.8976380261291, San Francisco
8384,35.5166244385337,Marin County
8385,42.8729963797315, San Mateo
8386,51.5744841227151,San Mateo 
8387,63.7875113465684,Marin 
8388,55.6995003418096,San Mateo
8389,13.0839036930623,San_Francisco
8390,78.6185579126111,SanFrancisco
8391,42.2086021912727,Marin 
8392,50.7313163118313,SF
8393,62.1890449774446,Marin
8394,23.5939566502869,San Mateo
8395,35.7518975165148,San Francisco
8396,32.3294637388425,San Francisco
8397,27.7011941899778,San_Francisco
8398,78.4398366262596,SF
8399,64.9113580486909,Marin
8400,54.5863513735728,San  Mateo
8401,39.4556366211635,SanFrancisco
8402,58.5798693015848,San_Francisco
8403,37.9359506812618,San_Francisco
8404,87.5842558733887,San Francisco
8405,66.7071958899356,SanFrancisco
8406,61.9580627715644,San Mateo 
8407,28.9606704531068,San Mateo
8408,29.9622047877801, San Francisco
8409,51.5828691210216,SF
8410,24.5886532559595,San_Francisco
8411,79.2073368912918,SF
8412,26.9426436895579,SanFrancisco
8413,37.1941554712502,San  Mateo
8414,55.5290962813097,San  Mateo
8415,23.2281012492235,San  Mateo
8416,74.6424957412221,SF
8417,39.8106876194092, San Francisco
8418,55.5178180855234,SF
8419,29.7535206609849,Marin County
8420,36.7094866963256,San Francisco
8421,64.53904989826,SanFrancisco
8422,43.5800768046862,SanFrancisco
8423,58.0580380567593,SanFrancisco
8424,17.6521359774928,San Mateo 
8425,54.1723365935798,San_Francisco
8426,82.5334007661112,San  Mateo
8427,41.4519778911132,San  Mateo
8428,57.3895345997311,San Mateo 
8429,37.7153532135457,San Mateo 
8430,58.695008279954,San Mateo 
8431,35.4506993712182,Marin 
8432,43.4021272775218,San Mateo 
8433,39.5182887038433,Marin County
8434,66.5946510544087,San  Mateo
8435,66.1192773129907,San Francisco
8436,36.0504078150848,San Mateo 
8437,46.1171238123371,San Mateo 
8438,51.9998006023587,San_Francisco
8439,32.486948207793, San Francisco
8440,58.3847167379772,SF
8441,19.9003484062434,San_Francisco
8442,57.2560120432775, San Francisco
8443,45.8235125475512,San Francisco
8444,41.1733354716086,Marin 
8445,54.9220367908793,Marin
8446,26.9327130336989,SF
8447,46.7880288722477, San Mateo
8448,19.0615320318271, San Mateo
8449,23.533367504932,San_Francisco
8450,77.9167050690415, San Francisco
8451,54.5162153082695,Marin 
8452,69.0527138355715,San Mateo 
8453,65.1628755077164,San Francisco
8454,37.1990508137717,Marin
8455,40.493849245378, San Mateo
8456,16.9843449038636,San Mateo
8457,46.7406200567716,Marin County
8458,61.3524435644869, San Mateo
8459,74.4033441882316,Marin
8460,88.1766072927107, San Francisco
8461,30.2038334796314,Marin 
8462,61.6128198715155,San_Francisco
8463,78.7904058011397,San Francisco
8464,50.7399689592517,San Mateo
8465,62.9535030192967, San Mateo
8466,52.5749461115648,Marin
8467,36.7269685885042,SF
8468,65.3776999809128,San Francisco
8469,59.2691134056959,San_Francisco
8470,98.3787363944123,Marin
8471,23.5671969572962,San_Francisco
8472,41.7039413099303,Marin 
8473,73.95853291044,Marin 
8474,36.6930314089372,San Mateo 
8475,46.5354152917092, San Francisco
8476,37.0854285388607,San Mateo 
8477,56.0221303965794,SF
8478,32.6441426532658,SF
8479,52.5936433532787,San Mateo
8480,73.0575824700883,Marin County
8481,34.0546694440728,Marin 
8482,22.4864851732636,Marin 
8483,48.1773100152556,San Francisco
8484,54.2597501675825,San Mateo 
8485,48.1486277533829,San  Mateo
8486,62.7683619399092,Marin County
8487,13.113737945341,Marin 
8488,29.5710473225528,Marin County
8489,35.4433407586291,San Mateo 
8490,72.0955364870705, San Mateo
8491,30.3853011098535,Marin County
8492,67.3593027099268,San Francisco
8493,45.6073347441942, San Francisco
8494,31.003625678723,San Mateo
8495,63.6122559327664,Marin 
8496,-5.68477914144775,San  Mateo
8497,34.1618019821926,San  Mateo
8498,29.3985713849253,Marin
8499,38.3102384699926,San  Mateo
8500,67.7281379546955,Marin
